movie_id,title,year,runtime_min,genres,rating_imdb,votes,revenue_musd,director,cast_top3,country,language,production_company,metascore
378,Movie 378,2014,156,"Sci-Fi, Fantasy",7.0,170712,676.7,Director 212,"Actor 783, Actor 649, Actor 441",India,Hindi,Studio 31,57
379,Movie 379,2004,178,"Romance, Sci-Fi, Adventure",6.5,208689,5.2,Director 18,"Actor 292, Actor 611, Actor 17",Italy,Spanish,Studio 39,30
380,Movie 380,1999,108,Sci-Fi,4.1,431433,755.0,Director 142,"Actor 567, Actor 524, Actor 570",Australia,Hindi,Studio 20,42
381,Movie 381,1982,138,"Drama, Fantasy",5.5,466919,467.8,Director 120,"Actor 263, Actor 308, Actor 95",Australia,German,Studio 73,57
382,Movie 382,1984,172,"Adventure, Drama",6.7,471847,553.2,Director 296,"Actor 98, Actor 610, Actor 658",Germany,English,Studio 94,78
383,Movie 383,1985,179,Sci-Fi,5.9,428917,350.3,Director 62,"Actor 789, Actor 233, Actor 766",Australia,English,Studio 82,78
384,Movie 384,1983,119,"Action, Sci-Fi, Drama",5.8,366331,180.5,Director 26,"Actor 690, Actor 750, Actor 403",Spain,Italian,Studio 77,94
385,Movie 385,1985,108,"Romance, Horror",4.8,176748,70.6,Director 293,"Actor 764, Actor 51, Actor 562",Japan,French,Studio 11,81
386,Movie 386,2012,135,"Drama, Fantasy, Adventure",7.1,256279,319.3,Director 293,"Actor 201, Actor 575, Actor 631",Italy,Spanish,Studio 32,39
387,Movie 387,1997,179,"Sci-Fi, Comedy",4.6,217336,341.7,Director 179,"Actor 196, Actor 329, Actor 353",Australia,Japanese,Studio 4,69
388,Movie 388,1990,124,"Adventure, Drama, Fantasy",4.2,429457,190.6,Director 192,"Actor 160, Actor 776, Actor 746",UK,English,Studio 95,36
389,Movie 389,1995,159,Romance,4.1,364248,644.4,Director 157,"Actor 461, Actor 483, Actor 24",India,Spanish,Studio 95,57
390,Movie 390,1993,149,"Romance, Animation, Adventure",7.4,74606,557.6,Director 10,"Actor 386, Actor 597, Actor 680",Italy,English,Studio 33,51
391,Movie 391,1983,116,Fantasy,5.5,244273,525.5,Director 5,"Actor 69, Actor 398, Actor 677",Germany,Japanese,Studio 85,76
392,Movie 392,1986,82,"Horror, Thriller",9.4,267121,781.4,Director 51,"Actor 324, Actor 497, Actor 612",Italy,English,Studio 24,55
393,Movie 393,2012,138,"Action, Fantasy, Thriller",9.1,160369,270.2,Director 202,"Actor 763, Actor 161, Actor 19",India,Japanese,Studio 46,75
394,Movie 394,2020,118,Animation,5.5,33010,502.5,Director 199,"Actor 31, Actor 569, Actor 287",France,Spanish,Studio 44,80
395,Movie 395,2022,97,Horror,6.9,355964,491.9,Director 117,"Actor 428, Actor 247, Actor 587",Canada,German,Studio 40,72
396,Movie 396,2008,149,Thriller,7.6,305127,435.4,Director 104,"Actor 142, Actor 317, Actor 706",Italy,Spanish,Studio 56,48
397,Movie 397,2021,152,Sci-Fi,4.4,279925,759.1,Director 61,"Actor 189, Actor 326, Actor 150",USA,Italian,Studio 41,82
398,Movie 398,2006,118,"Romance, Drama",8.3,56478,109.6,Director 14,"Actor 781, Actor 627, Actor 632",Germany,Hindi,Studio 73,59
399,Movie 399,2018,109,Action,6.0,361284,625.0,Director 69,"Actor 515, Actor 620, Actor 481",India,Spanish,Studio 50,92
400,Movie 400,2010,97,Thriller,5.2,214718,612.8,Director 8,"Actor 277, Actor 423, Actor 228",France,Italian,Studio 27,38
401,Movie 401,1991,136,"Adventure, Sci-Fi, Fantasy",8.9,224662,326.9,Director 22,"Actor 623, Actor 753, Actor 390",India,German,Studio 79,34
402,Movie 402,2013,93,"Adventure, Action",8.8,129328,417.4,Director 203,"Actor 753, Actor 41, Actor 572",Japan,Hindi,Studio 98,36
403,Movie 403,1992,117,"Horror, Romance",8.3,150401,371.8,Director 217,"Actor 302, Actor 628, Actor 56",Italy,Spanish,Studio 60,87
404,Movie 404,1985,172,"Comedy, Drama, Animation",6.2,170086,363.5,Director 92,"Actor 465, Actor 605, Actor 730",France,German,Studio 12,62
405,Movie 405,2000,168,"Drama, Comedy, Animation",4.6,236114,509.1,Director 44,"Actor 537, Actor 725, Actor 394",Italy,Hindi,Studio 21,78
406,Movie 406,2015,128,Drama,9.0,296980,697.7,Director 77,"Actor 167, Actor 149, Actor 184",USA,German,Studio 40,69
407,Movie 407,2008,116,"Drama, Comedy, Fantasy",9.3,2352,499.9,Director 130,"Actor 13, Actor 470, Actor 510",Spain,Hindi,Studio 1,93
408,Movie 408,1995,107,"Adventure, Fantasy, Horror",6.4,315710,482.1,Director 126,"Actor 561, Actor 285, Actor 635",Italy,Italian,Studio 27,36
409,Movie 409,1991,98,Sci-Fi,4.2,448152,30.8,Director 296,"Actor 618, Actor 306, Actor 340",UK,English,Studio 14,83
410,Movie 410,1991,100,"Romance, Animation, Drama",9.3,393367,465.3,Director 19,"Actor 96, Actor 787, Actor 307",India,French,Studio 49,38
411,Movie 411,2007,150,Romance,6.6,64475,557.2,Director 141,"Actor 338, Actor 540, Actor 424",Italy,Spanish,Studio 90,56
412,Movie 412,2019,87,Fantasy,8.0,330265,425.5,Director 45,"Actor 496, Actor 742, Actor 706",Australia,Italian,Studio 91,66
413,Movie 413,2007,157,"Romance, Animation",7.2,327259,286.3,Director 67,"Actor 630, Actor 577, Actor 509",Italy,Japanese,Studio 81,93
414,Movie 414,2011,103,"Thriller, Romance, Fantasy",4.0,13075,374.6,Director 61,"Actor 756, Actor 213, Actor 631",Japan,German,Studio 6,72
415,Movie 415,2002,151,"Thriller, Action, Fantasy",7.8,133888,633.2,Director 158,"Actor 308, Actor 519, Actor 564",India,Italian,Studio 1,44
416,Movie 416,2023,122,"Horror, Action",8.6,102220,267.8,Director 174,"Actor 689, Actor 491, Actor 486",USA,Japanese,Studio 18,91
417,Movie 417,1989,160,"Animation, Sci-Fi",6.5,427357,334.1,Director 29,"Actor 534, Actor 307, Actor 579",India,Hindi,Studio 69,32
418,Movie 418,1993,153,"Sci-Fi, Fantasy, Comedy",9.3,147541,673.4,Director 174,"Actor 385, Actor 642, Actor 548",Canada,Hindi,Studio 78,79
419,Movie 419,1991,156,Romance,7.9,165388,569.3,Director 140,"Actor 424, Actor 89, Actor 509",France,French,Studio 58,68
420,Movie 420,1993,147,"Drama, Comedy",6.1,20105,623.3,Director 48,"Actor 455, Actor 519, Actor 26",Spain,Hindi,Studio 20,54
421,Movie 421,2001,141,"Animation, Romance, Sci-Fi",4.8,457573,83.1,Director 265,"Actor 693, Actor 136, Actor 211",USA,German,Studio 50,44
422,Movie 422,1980,119,Fantasy,8.8,175239,376.2,Director 24,"Actor 106, Actor 534, Actor 785",Germany,English,Studio 74,69
423,Movie 423,2020,106,"Thriller, Fantasy",5.6,279565,258.7,Director 226,"Actor 688, Actor 121, Actor 280",Canada,Spanish,Studio 36,44
424,Movie 424,1980,159,"Animation, Comedy, Thriller",7.0,288525,258.2,Director 73,"Actor 722, Actor 291, Actor 588",France,Spanish,Studio 10,69
425,Movie 425,2019,123,"Adventure, Action, Drama",4.2,474085,542.0,Director 55,"Actor 393, Actor 56, Actor 89",Japan,German,Studio 23,87
426,Movie 426,2019,125,"Sci-Fi, Thriller",7.9,352229,648.4,Director 41,"Actor 774, Actor 783, Actor 477",Australia,Spanish,Studio 12,89
427,Movie 427,1986,138,"Adventure, Fantasy",5.3,117832,119.3,Director 133,"Actor 373, Actor 402, Actor 188",India,Italian,Studio 42,88
428,Movie 428,2011,83,Adventure,4.6,251451,371.7,Director 88,"Actor 290, Actor 787, Actor 357",Australia,Hindi,Studio 17,95
429,Movie 429,1986,131,"Comedy, Sci-Fi, Fantasy",8.4,279812,371.5,Director 212,"Actor 245, Actor 636, Actor 250",Italy,Spanish,Studio 62,79
430,Movie 430,1984,123,Fantasy,6.4,228750,455.9,Director 176,"Actor 558, Actor 711, Actor 242",Canada,Japanese,Studio 86,39
431,Movie 431,2025,153,"Comedy, Adventure",5.8,51698,658.5,Director 91,"Actor 316, Actor 416, Actor 72",Australia,English,Studio 88,78
432,Movie 432,2000,143,"Action, Comedy, Thriller",8.5,465680,466.7,Director 1,"Actor 776, Actor 151, Actor 677",Canada,German,Studio 69,67
433,Movie 433,2004,158,"Adventure, Thriller, Animation",7.7,166488,243.3,Director 156,"Actor 446, Actor 736, Actor 353",UK,Hindi,Studio 2,95
434,Movie 434,2005,96,"Action, Sci-Fi",9.0,28354,5.7,Director 287,"Actor 368, Actor 113, Actor 289",USA,Spanish,Studio 56,80
435,Movie 435,2020,120,"Horror, Fantasy, Animation",6.4,111238,531.7,Director 244,"Actor 143, Actor 193, Actor 569",Japan,Italian,Studio 47,83
436,Movie 436,1989,116,"Drama, Fantasy, Action",4.4,8735,119.5,Director 250,"Actor 674, Actor 448, Actor 140",UK,Spanish,Studio 83,83
437,Movie 437,2009,180,"Fantasy, Horror, Drama",6.5,222863,443.9,Director 231,"Actor 394, Actor 364, Actor 232",Canada,German,Studio 78,30
438,Movie 438,2016,143,"Thriller, Animation, Romance",6.3,286848,463.2,Director 18,"Actor 39, Actor 582, Actor 495",India,English,Studio 75,91
439,Movie 439,2024,90,Animation,9.4,394021,624.2,Director 239,"Actor 530, Actor 81, Actor 536",Australia,English,Studio 32,90
440,Movie 440,2020,174,"Comedy, Animation, Romance",7.4,474238,278.1,Director 6,"Actor 481, Actor 465, Actor 525",Spain,Hindi,Studio 94,72
441,Movie 441,2006,125,"Romance, Drama",4.2,484346,480.1,Director 156,"Actor 745, Actor 578, Actor 267",USA,Japanese,Studio 61,51
442,Movie 442,2016,86,"Romance, Action, Fantasy",6.7,66990,406.9,Director 143,"Actor 259, Actor 136, Actor 631",Germany,French,Studio 33,31
443,Movie 443,1987,157,Fantasy,8.1,346087,360.1,Director 90,"Actor 268, Actor 718, Actor 242",Spain,Spanish,Studio 68,34
444,Movie 444,2001,90,Fantasy,9.1,81319,670.9,Director 212,"Actor 789, Actor 393, Actor 244",Spain,Japanese,Studio 82,51
445,Movie 445,1993,153,"Sci-Fi, Action, Romance",8.2,61314,46.8,Director 238,"Actor 409, Actor 488, Actor 309",Spain,Japanese,Studio 97,59
446,Movie 446,2004,167,"Horror, Adventure, Romance",4.8,456776,350.6,Director 148,"Actor 460, Actor 392, Actor 695",India,Hindi,Studio 88,35
447,Movie 447,1986,148,"Sci-Fi, Horror, Romance",5.8,140530,642.8,Director 131,"Actor 671, Actor 599, Actor 401",Spain,Italian,Studio 87,60
448,Movie 448,2023,155,Animation,5.9,362404,794.6,Director 161,"Actor 561, Actor 11, Actor 689",USA,Italian,Studio 9,31
449,Movie 449,2006,92,"Comedy, Adventure, Sci-Fi",5.2,149029,205.3,Director 18,"Actor 25, Actor 635, Actor 95",USA,Hindi,Studio 85,57
450,Movie 450,2018,161,Comedy,4.5,317529,108.3,Director 290,"Actor 190, Actor 114, Actor 713",Canada,French,Studio 38,89
451,Movie 451,2022,89,"Adventure, Romance, Horror",7.8,350503,617.1,Director 166,"Actor 264, Actor 166, Actor 800",UK,French,Studio 100,37
452,Movie 452,2004,129,"Action, Romance",9.3,139260,146.5,Director 36,"Actor 504, Actor 206, Actor 625",Japan,Spanish,Studio 83,92
453,Movie 453,1986,98,"Horror, Thriller, Comedy",9.0,375575,210.9,Director 18,"Actor 75, Actor 73, Actor 586",Germany,Italian,Studio 58,32
454,Movie 454,2011,99,"Action, Fantasy, Horror",5.5,367530,267.2,Director 201,"Actor 589, Actor 4, Actor 528",Spain,German,Studio 56,81
455,Movie 455,1984,149,Action,6.1,361871,655.3,Director 247,"Actor 125, Actor 581, Actor 549",India,French,Studio 88,68
456,Movie 456,2005,87,"Comedy, Sci-Fi, Animation",4.4,241483,609.6,Director 149,"Actor 664, Actor 208, Actor 181",Italy,English,Studio 50,54
457,Movie 457,1999,169,"Comedy, Sci-Fi",6.7,464607,508.1,Director 98,"Actor 144, Actor 37, Actor 198",USA,Japanese,Studio 76,60
458,Movie 458,2011,129,Animation,7.5,262478,429.5,Director 231,"Actor 17, Actor 38, Actor 348",USA,French,Studio 93,35
459,Movie 459,2005,95,Animation,6.5,356008,696.8,Director 275,"Actor 153, Actor 759, Actor 594",France,English,Studio 5,48
460,Movie 460,2011,163,Adventure,9.0,324705,41.4,Director 67,"Actor 15, Actor 177, Actor 648",USA,French,Studio 13,88
461,Movie 461,2019,101,"Comedy, Fantasy, Animation",6.7,419497,494.4,Director 33,"Actor 208, Actor 437, Actor 346",Japan,French,Studio 16,47
462,Movie 462,2000,107,Fantasy,5.0,33646,101.0,Director 73,"Actor 776, Actor 426, Actor 173",India,Hindi,Studio 22,86
463,Movie 463,1995,154,Drama,4.5,444764,507.6,Director 193,"Actor 797, Actor 162, Actor 17",Spain,English,Studio 1,30
464,Movie 464,1991,91,"Fantasy, Romance, Horror",7.8,415862,619.2,Director 65,"Actor 212, Actor 147, Actor 656",Germany,Hindi,Studio 58,82
465,Movie 465,1995,102,"Action, Drama, Adventure",7.4,46648,503.6,Director 155,"Actor 357, Actor 429, Actor 5",Italy,Spanish,Studio 25,45
466,Movie 466,2013,92,"Sci-Fi, Animation, Thriller",6.6,328947,529.2,Director 142,"Actor 55, Actor 199, Actor 116",Canada,Japanese,Studio 61,93
467,Movie 467,1991,100,"Action, Fantasy, Sci-Fi",5.6,228393,204.8,Director 233,"Actor 45, Actor 107, Actor 759",USA,Hindi,Studio 23,50
468,Movie 468,1981,142,"Comedy, Fantasy, Thriller",8.0,311248,465.9,Director 215,"Actor 204, Actor 766, Actor 694",India,Spanish,Studio 100,44
469,Movie 469,2000,109,Thriller,8.1,456570,164.0,Director 113,"Actor 76, Actor 483, Actor 600",Spain,English,Studio 56,48
470,Movie 470,1993,158,"Drama, Horror",6.1,240487,577.3,Director 184,"Actor 277, Actor 208, Actor 344",Canada,English,Studio 89,37
471,Movie 471,1997,97,Adventure,6.5,90258,609.5,Director 113,"Actor 303, Actor 619, Actor 161",Australia,Spanish,Studio 74,59
472,Movie 472,1985,132,"Adventure, Thriller, Fantasy",8.6,146865,16.5,Director 220,"Actor 754, Actor 253, Actor 254",India,German,Studio 75,58
473,Movie 473,2017,99,"Action, Horror, Fantasy",4.2,247257,588.1,Director 259,"Actor 35, Actor 436, Actor 544",Japan,German,Studio 90,42
474,Movie 474,2008,143,Comedy,7.1,7013,556.1,Director 209,"Actor 224, Actor 136, Actor 368",Germany,Spanish,Studio 83,41
475,Movie 475,1981,141,"Romance, Drama, Adventure",8.7,392293,469.0,Director 233,"Actor 475, Actor 791, Actor 142",Japan,Spanish,Studio 48,89
476,Movie 476,2025,161,Comedy,6.1,362652,269.7,Director 17,"Actor 304, Actor 437, Actor 771",Germany,Japanese,Studio 79,56
477,Movie 477,2023,90,"Sci-Fi, Action, Fantasy",8.9,58678,309.4,Director 239,"Actor 634, Actor 42, Actor 375",India,Spanish,Studio 83,38
478,Movie 478,2015,170,Drama,9.4,125612,434.0,Director 245,"Actor 756, Actor 771, Actor 595",France,Italian,Studio 96,58
479,Movie 479,2000,125,"Animation, Horror",5.5,33723,301.4,Director 232,"Actor 498, Actor 514, Actor 540",UK,German,Studio 91,67
480,Movie 480,2008,159,"Comedy, Thriller",8.9,240557,74.4,Director 201,"Actor 184, Actor 296, Actor 79",UK,Spanish,Studio 36,44
481,Movie 481,2024,98,"Drama, Thriller",6.9,329373,23.0,Director 214,"Actor 699, Actor 555, Actor 136",Spain,French,Studio 54,86
482,Movie 482,2021,82,"Thriller, Comedy",4.1,420973,189.7,Director 267,"Actor 661, Actor 344, Actor 422",Australia,French,Studio 84,71
483,Movie 483,2011,155,"Animation, Fantasy, Adventure",6.5,297903,109.9,Director 157,"Actor 176, Actor 267, Actor 233",Spain,French,Studio 37,36
484,Movie 484,1989,125,"Adventure, Drama",7.4,84800,570.9,Director 147,"Actor 187, Actor 180, Actor 726",Canada,Spanish,Studio 31,44
485,Movie 485,1982,120,"Drama, Adventure, Romance",6.0,108060,452.2,Director 18,"Actor 682, Actor 325, Actor 353",Canada,French,Studio 58,50
486,Movie 486,2014,118,Action,6.2,262338,616.0,Director 235,"Actor 328, Actor 160, Actor 5",Italy,Hindi,Studio 43,67
487,Movie 487,2010,117,"Drama, Adventure, Sci-Fi",7.8,384090,385.8,Director 21,"Actor 143, Actor 695, Actor 565",UK,French,Studio 4,81
488,Movie 488,2019,108,"Sci-Fi, Comedy",5.8,319346,514.8,Director 299,"Actor 540, Actor 228, Actor 786",Germany,Spanish,Studio 3,40
489,Movie 489,2014,137,"Comedy, Animation, Horror",5.1,167096,484.5,Director 262,"Actor 58, Actor 683, Actor 370",Japan,Spanish,Studio 92,84
490,Movie 490,2003,129,"Action, Romance",5.9,162025,782.1,Director 288,"Actor 90, Actor 221, Actor 746",Spain,Japanese,Studio 54,86
491,Movie 491,1998,100,"Horror, Fantasy, Drama",8.6,313990,73.4,Director 107,"Actor 311, Actor 487, Actor 538",India,English,Studio 76,78
492,Movie 492,1985,80,"Romance, Horror",5.0,242783,569.6,Director 71,"Actor 205, Actor 191, Actor 391",Germany,Hindi,Studio 63,35
493,Movie 493,1999,154,"Adventure, Animation",8.1,118213,26.3,Director 2,"Actor 158, Actor 269, Actor 308",Spain,English,Studio 84,66
494,Movie 494,2006,102,"Thriller, Action",4.7,145841,397.0,Director 35,"Actor 614, Actor 764, Actor 371",Australia,German,Studio 73,85
495,Movie 495,1996,160,"Adventure, Comedy, Sci-Fi",6.8,302103,18.9,Director 133,"Actor 167, Actor 596, Actor 60",Canada,French,Studio 60,47
496,Movie 496,2002,100,Romance,6.0,334076,730.1,Director 183,"Actor 50, Actor 297, Actor 299",Italy,Japanese,Studio 10,95
497,Movie 497,1992,178,"Drama, Comedy, Fantasy",7.0,457911,256.4,Director 155,"Actor 278, Actor 702, Actor 715",India,English,Studio 69,75
498,Movie 498,1989,81,Animation,5.5,408819,390.5,Director 175,"Actor 167, Actor 105, Actor 224",Canada,Hindi,Studio 29,54
499,Movie 499,2015,158,"Animation, Fantasy, Comedy",6.3,480764,65.7,Director 68,"Actor 18, Actor 492, Actor 357",Germany,Japanese,Studio 47,47
500,Movie 500,2008,156,"Sci-Fi, Drama, Romance",4.2,427571,99.3,Director 66,"Actor 711, Actor 146, Actor 705",France,French,Studio 17,56
501,Movie 501,1988,90,"Comedy, Fantasy",4.1,254389,607.1,Director 22,"Actor 202, Actor 111, Actor 34",Italy,Hindi,Studio 8,90
502,Movie 502,1987,112,Comedy,5.7,5885,604.9,Director 64,"Actor 617, Actor 211, Actor 602",France,Spanish,Studio 86,74
503,Movie 503,1981,91,Romance,9.2,182866,285.0,Director 257,"Actor 800, Actor 747, Actor 628",France,Hindi,Studio 73,38
504,Movie 504,1986,154,Animation,5.2,100926,771.6,Director 88,"Actor 773, Actor 551, Actor 5",UK,Spanish,Studio 65,90
505,Movie 505,2003,169,"Drama, Adventure, Comedy",5.0,186529,785.1,Director 218,"Actor 220, Actor 527, Actor 234",Japan,English,Studio 98,70
506,Movie 506,1987,139,Animation,4.7,400150,292.2,Director 148,"Actor 571, Actor 740, Actor 42",UK,French,Studio 64,44
507,Movie 507,2004,116,"Fantasy, Romance",7.8,441473,357.9,Director 284,"Actor 418, Actor 298, Actor 439",France,Italian,Studio 9,90
508,Movie 508,2023,127,Action,9.5,258265,539.3,Director 203,"Actor 449, Actor 536, Actor 675",UK,English,Studio 19,80
509,Movie 509,2005,168,"Comedy, Drama, Fantasy",6.0,104878,274.2,Director 207,"Actor 126, Actor 239, Actor 435",Spain,French,Studio 98,64
510,Movie 510,2021,131,"Adventure, Horror",9.4,268628,226.7,Director 233,"Actor 111, Actor 126, Actor 257",Spain,German,Studio 30,47
511,Movie 511,1981,92,"Action, Comedy, Adventure",7.7,94397,309.2,Director 168,"Actor 157, Actor 311, Actor 637",Australia,English,Studio 98,39
512,Movie 512,2022,176,"Adventure, Fantasy, Thriller",5.6,261542,394.7,Director 134,"Actor 556, Actor 352, Actor 554",Italy,English,Studio 98,34
513,Movie 513,2007,95,"Adventure, Sci-Fi",8.7,232526,370.4,Director 17,"Actor 182, Actor 571, Actor 676",Germany,Japanese,Studio 22,92
514,Movie 514,2007,97,"Horror, Adventure",8.2,298743,541.6,Director 284,"Actor 702, Actor 553, Actor 586",Spain,German,Studio 72,50
515,Movie 515,2012,87,"Romance, Adventure",7.3,198574,495.5,Director 181,"Actor 785, Actor 292, Actor 329",USA,English,Studio 76,35
516,Movie 516,1988,126,"Fantasy, Action",8.2,328260,276.3,Director 50,"Actor 439, Actor 354, Actor 366",Japan,French,Studio 8,61
517,Movie 517,1995,110,"Romance, Comedy, Animation",8.8,60515,273.4,Director 11,"Actor 552, Actor 334, Actor 39",Spain,Japanese,Studio 55,95
518,Movie 518,2006,114,Adventure,7.2,166444,305.3,Director 200,"Actor 331, Actor 587, Actor 101",Spain,English,Studio 89,56
519,Movie 519,2001,143,"Sci-Fi, Drama, Romance",6.0,229084,165.4,Director 39,"Actor 549, Actor 220, Actor 295",Germany,English,Studio 39,81
520,Movie 520,1994,159,"Comedy, Fantasy, Sci-Fi",5.5,297471,641.9,Director 244,"Actor 438, Actor 215, Actor 356",UK,Japanese,Studio 39,94
521,Movie 521,1999,135,"Animation, Sci-Fi, Thriller",6.3,132235,501.8,Director 233,"Actor 688, Actor 782, Actor 561",Canada,English,Studio 81,53
522,Movie 522,2016,143,Adventure,5.5,334957,428.5,Director 223,"Actor 580, Actor 745, Actor 642",USA,Hindi,Studio 26,76
523,Movie 523,2009,98,Drama,8.1,401858,243.7,Director 223,"Actor 421, Actor 327, Actor 66",France,Italian,Studio 53,64
524,Movie 524,1998,162,Romance,7.8,124300,327.7,Director 59,"Actor 154, Actor 197, Actor 29",France,Italian,Studio 40,89
525,Movie 525,2011,151,"Horror, Action",5.1,143479,113.5,Director 133,"Actor 285, Actor 675, Actor 564",Canada,Japanese,Studio 6,92
526,Movie 526,1981,87,Sci-Fi,7.3,455147,55.5,Director 209,"Actor 373, Actor 688, Actor 674",UK,German,Studio 93,47
527,Movie 527,1995,94,"Animation, Comedy, Romance",6.7,47816,194.3,Director 63,"Actor 792, Actor 321, Actor 338",Australia,Japanese,Studio 50,60
528,Movie 528,2007,107,Comedy,5.0,144441,354.4,Director 131,"Actor 604, Actor 58, Actor 503",Italy,French,Studio 90,44
529,Movie 529,2000,149,"Adventure, Thriller",9.3,461576,628.5,Director 75,"Actor 372, Actor 487, Actor 733",India,Italian,Studio 40,32
530,Movie 530,2021,157,Action,7.8,414059,538.9,Director 130,"Actor 566, Actor 394, Actor 317",India,Italian,Studio 88,45
531,Movie 531,2014,110,"Horror, Action",9.0,206532,742.4,Director 131,"Actor 309, Actor 93, Actor 775",France,French,Studio 27,50
532,Movie 532,2008,160,"Horror, Action",5.5,42492,659.4,Director 252,"Actor 483, Actor 755, Actor 423",India,Japanese,Studio 55,42
533,Movie 533,1990,169,"Animation, Comedy",5.9,316182,584.7,Director 281,"Actor 756, Actor 335, Actor 465",USA,Italian,Studio 7,53
534,Movie 534,2020,136,"Drama, Action, Horror",5.1,160694,254.4,Director 43,"Actor 114, Actor 162, Actor 256",Italy,Japanese,Studio 99,46
535,Movie 535,2018,167,"Sci-Fi, Adventure",6.6,385941,111.1,Director 89,"Actor 704, Actor 608, Actor 336",Germany,Spanish,Studio 11,83
536,Movie 536,2003,103,"Horror, Thriller",4.1,12542,738.9,Director 118,"Actor 92, Actor 474, Actor 204",Germany,Japanese,Studio 22,36
537,Movie 537,2005,159,"Fantasy, Romance",4.8,193396,140.2,Director 291,"Actor 121, Actor 15, Actor 736",Italy,German,Studio 99,88
538,Movie 538,2023,143,Thriller,7.9,100400,757.1,Director 137,"Actor 295, Actor 765, Actor 507",Japan,Spanish,Studio 56,56
539,Movie 539,2018,107,"Thriller, Horror",5.0,415979,121.0,Director 149,"Actor 269, Actor 242, Actor 633",Spain,Spanish,Studio 48,88
540,Movie 540,1985,81,"Drama, Sci-Fi",9.4,208933,551.0,Director 197,"Actor 726, Actor 434, Actor 754",Australia,French,Studio 10,42
541,Movie 541,2015,87,Sci-Fi,9.1,247404,727.0,Director 24,"Actor 6, Actor 260, Actor 517",Australia,German,Studio 39,80
542,Movie 542,2022,127,Animation,4.2,94542,211.9,Director 258,"Actor 505, Actor 348, Actor 480",Canada,English,Studio 41,85
543,Movie 543,1989,113,Sci-Fi,4.2,67541,401.9,Director 144,"Actor 766, Actor 370, Actor 441",Germany,French,Studio 79,63
544,Movie 544,2013,120,"Drama, Sci-Fi",8.1,258069,612.1,Director 78,"Actor 570, Actor 674, Actor 652",Spain,English,Studio 25,49
545,Movie 545,1983,109,Action,6.6,86249,566.2,Director 224,"Actor 119, Actor 507, Actor 42",Spain,French,Studio 91,92
546,Movie 546,2009,143,Drama,4.7,49561,167.0,Director 146,"Actor 185, Actor 173, Actor 768",Italy,Italian,Studio 35,57
547,Movie 547,2017,80,"Fantasy, Drama, Horror",9.1,129557,615.8,Director 49,"Actor 337, Actor 27, Actor 292",UK,German,Studio 48,43
548,Movie 548,2000,99,Comedy,6.5,371542,529.3,Director 233,"Actor 644, Actor 276, Actor 609",USA,French,Studio 6,87
549,Movie 549,2000,173,"Fantasy, Drama, Thriller",8.7,420747,516.7,Director 166,"Actor 57, Actor 762, Actor 73",Italy,Hindi,Studio 49,41
550,Movie 550,2005,112,Thriller,9.3,454279,322.1,Director 11,"Actor 214, Actor 167, Actor 398",Japan,French,Studio 83,49
551,Movie 551,1987,118,"Horror, Romance",9.0,316914,109.4,Director 50,"Actor 377, Actor 525, Actor 205",Spain,German,Studio 50,90
552,Movie 552,1997,152,"Horror, Comedy, Fantasy",8.5,322343,153.2,Director 219,"Actor 96, Actor 42, Actor 526",India,German,Studio 87,58
553,Movie 553,2021,167,"Drama, Adventure, Comedy",5.6,229800,68.0,Director 245,"Actor 308, Actor 153, Actor 131",Germany,Italian,Studio 32,84
554,Movie 554,1998,152,Animation,4.4,24142,413.2,Director 262,"Actor 436, Actor 423, Actor 97",Spain,Japanese,Studio 93,62
555,Movie 555,2002,112,"Comedy, Animation, Action",4.6,347357,373.0,Director 94,"Actor 403, Actor 47, Actor 86",Japan,Japanese,Studio 39,70
556,Movie 556,2017,172,"Adventure, Romance",5.9,481855,697.7,Director 96,"Actor 217, Actor 190, Actor 81",Australia,French,Studio 87,43
557,Movie 557,2007,148,Action,6.2,7475,141.5,Director 245,"Actor 472, Actor 709, Actor 415",Australia,Japanese,Studio 63,68
558,Movie 558,2019,158,"Horror, Romance",4.5,71338,16.0,Director 58,"Actor 17, Actor 713, Actor 193",USA,Spanish,Studio 62,48
559,Movie 559,2021,110,"Animation, Thriller",4.5,404055,373.4,Director 243,"Actor 433, Actor 23, Actor 120",Canada,Spanish,Studio 95,86
560,Movie 560,2011,140,Adventure,7.2,106059,239.4,Director 201,"Actor 53, Actor 342, Actor 9",UK,Japanese,Studio 92,85
561,Movie 561,2006,143,"Fantasy, Animation, Romance",4.2,210047,391.5,Director 250,"Actor 238, Actor 732, Actor 63",Italy,English,Studio 55,70
562,Movie 562,2015,88,"Horror, Adventure",4.6,326972,751.5,Director 178,"Actor 460, Actor 715, Actor 447",USA,Spanish,Studio 37,54
563,Movie 563,2010,124,"Thriller, Animation",5.2,477114,549.6,Director 240,"Actor 135, Actor 301, Actor 741",Japan,German,Studio 87,76
564,Movie 564,2010,100,"Thriller, Romance, Comedy",7.7,68183,142.8,Director 81,"Actor 621, Actor 504, Actor 104",Japan,German,Studio 39,60
565,Movie 565,1993,151,Action,6.0,137238,288.8,Director 82,"Actor 179, Actor 516, Actor 33",UK,French,Studio 56,44
566,Movie 566,2019,109,Animation,5.2,135673,795.0,Director 182,"Actor 788, Actor 48, Actor 789",Italy,French,Studio 20,95
